Nombre;Dirección;Categoría;Teléfono;Emails;Sitio web;Estrellas;Comentarios;Reputación;Confianza;Contacto;Calidad;Utilidad
SANTONI AUTOPARTES;Helguera 4934, C1419 CUV, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 2643-6261;santoniautopartes@live.com.ar;https://www.santoniautopartes.com.ar/;4.6;685;4,58;Alto;Alto;Estrella;Estratégica
Mundial Accesorios Todo Para el Autorradio;Warnes 912, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4854-0908;;http://www.mundialaccesorios.com.ar/;4.6;62;4,46;Alto;Medio;Potencial;Estratégica
A.R. ACCESORIOS;Fitz Roy 64, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4857-1078;info@araccesorios.com.ar;http://www.araccesorios.com.ar/;4.7;43;4,48;Medio;Alto;Activo;Estratégica
Lidecar;API, Vélez Sársfield 5275, B1605 Munro, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4756-4272;lidecar@hotmail.com;https://lidecar.mercadoshops.com.ar/;4.4;954;4,39;Alto;Alto;Estrella;Estratégica
Accesorios Alsina;Av. Pres. Bernardino Rivadavia 1492, C1406 Avellaneda, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4209-3991;;https://listado.mercadolibre.com.ar/_CustId_218877357_NoIndex_True;4.3;881;4,3;Alto;Medio;Potencial;Estratégica
Autopartes & Servicio - Repuestos Y Soluciones Para Vehículos Importados;Warnes 1184, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4856-1338;repuestos@autopartesyservicio.com.ar;http://autopartesyservicio.com.ar/;4.1;232;4,13;Medio;Alto;Activo;Estratégica
Encendido Boedo Central;Av. Boedo 2043, C1239 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4923-7920;;http://www.bluecar.com.ar/;4.3;1483;4,3;Alto;Medio;Potencial;Estratégica
Tienda de Cardan;Warnes 1560, C1416 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 5755-8830;ventas@tiendadecardan.com.ar;https://www.tiendadecardan.com.ar/;4.6;118;4,51;Alto;Alto;Estrella;Estratégica
TRESELEC;Perdriel 585, C1280 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 6660-1296;treselec@yahoo.com.ar;https://treselec.mercadoshops.com.ar/;4.5;123;4,44;Alto;Alto;Estrella;Estratégica
Relumar Distribuidora (Casa Central);Av. Gral. Paz 235, B1674 Villa Raffo, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 7700-7070;;http://www.relumar.com.ar/;4.7;69;4,52;Alto;Medio;Potencial;Estratégica
Del Norte Equipamiento Automotor;Diag. Pavón 4498, B1604 Florida Oeste, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 3670-5583;delnorteequipamiento@gmail.com;https://www.delnorteequipamiento.com.ar/;4.8;49;4,54;Medio;Alto;Activo;Estratégica
JULCAR ACCESORIOS AUTOPARTES;Av. Int. Carlos Ratti 2354, B1714KDR Ituzaingó, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 5314-9228;julcaraccesorios@gmail.com;http://www.julcaraccesorios.com.ar/;4.6;247;4,55;Alto;Alto;Estrella;Estratégica
Sciarresi Repuestos S.A;Av. Savio 368, B2900 San Nicolás de Los Arroyos, Provincia de Buenos Aires;Tienda de repuestos para automóvil;0336 430-2444;virtualsciarresirepuestos@gmail.com;https://sciarresirepuestos.com/;4.4;434;4,39;Alto;Alto;Estrella;Estratégica
Distribuidora Idem s.a.;Martínez Rosas 1064, C1414ADD Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4856-3005;idem@distribuidoraidem.com.ar,idemcuyo@distribuidoraidem.com.ar;http://www.distribuidoraidem.com.ar/;4.4;40;4,33;Medio;Alto;Activo;Estratégica
Edgardo Rocca e Hijos;Av. Falcón 485, B2900 San Nicolás de Los Arroyos, Provincia de Buenos Aires;Tienda de repuestos para automóvil;0336 448-5616;;http://www.edgardoroccasrl.com.ar/;4.4;377;4,39;Alto;Medio;Potencial;Estratégica
ABC Accesorios;Sunchales 742, C1416EBF Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4583-0100;consultas@abcaccesorios.com.ar,consultas@abcaccesorios.com;http://www.abcaccesorios.com.ar/;4.6;55;4,45;Alto;Alto;Estrella;Estratégica
SERVIFREN REPUESTOS;Baigorria 5600, C1408 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 6575-1309;ventas@servifren.com.ar;https://servifren.com.ar/;4.3;29;4,29;Medio;Alto;Activo;Estratégica
Oefe;Av. San Martín 2385, B1846 Rafael Calzada, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4294-3822;info@distribuidoraoefe.com.ar;http://www.distribuidoraoefe.com.ar/;4.8;34;4,49;Medio;Alto;Activo;Estratégica
Distribuidora MAYORISTA Renova;Dr. Adolfo Dickman 984, C1416 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 15-6412-3293;renovafiltros@gmail.com;https://www.distribuidorarenova.com/;4.8;72;4,59;Alto;Alto;Estrella;Estratégica
Repuestos Nico;Tucuman 994, B1629 Pilar, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 7508-7361;;http://www.facebook.com/repuestosnico;4.5;426;4,48;Alto;Medio;Potencial;Estratégica
Autopartes Las Heras;Las Heras 2596, B1832 Lomas de Zamora, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4248-6081;info@autoparteslasheras.com.ar;https://autoparteslasheras.com.ar/;4.9;28;4,5;Medio;Alto;Activo;Estratégica
Autopartes Nori;Av. Triunvirato 2944, C1427 AAP, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4553-0604;distnori@gmail.com;https://autopartesnori.mercadoshops.com.ar/;4.5;537;4,48;Alto;Alto;Estrella;Estratégica
Prismotors Autorepuestos;Campichuelo 260 Local 26, C1405 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 6049-7412;;https://prismotors.com.ar/;5.0;89;4,74;Alto;Medio;Potencial;Estratégica
Macro;Warnes 1198, C1414AAY Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4855-3159;consultas@macroargentina.com.ar,mayorista@macroargentina.com.ar;http://macroargentina.com.ar/;4.3;159;4,3;Alto;Alto;Estrella;Estratégica
Todo Suspensión;Av. Juan Bautista Alberdi 7379, C1440ABM Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4686-5553;;http://www.todosuspension.com.ar/;4.4;181;4,37;Alto;Medio;Potencial;Estratégica
Salaverri Repuestos;Juan B. Justo 1512, B1644FND Béccar, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4723-1234;;http://salaverri.com.ar/;4.5;1650;4,49;Alto;Medio;Potencial;Estratégica
Westunning;Concejal Nicolás Defilippi 1540, B1714ETP Ituzaingó, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 5867-3926;westunning@hotmail.com;https://westunning.mercadoshops.com.ar/;4.4;765;4,39;Alto;Alto;Estrella;Estratégica
RUDAL AUTOPARTE RECICLADAS;Ayacucho 2539, B1650 San Martín, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 15-2689-5434;;http://www.rudal.com.ar/;4.4;69;4,35;Alto;Medio;Potencial;Estratégica
* LA PLAZA AUTOPARTES * FIAT - PEUGEOT - CITROEN- RENAULT;Av. de Mayo 1168, B1607DCY San Isidro, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 6673-7336;info@laplazaautopartes.com.ar;https://laplazaautopartes.com.ar/;4.5;184;4,45;Alto;Alto;Estrella;Estratégica
Martello Hnos;José A. Cabrera 3600, C1186 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4963-1369;;http://www.martellohnos.com.ar/;4.6;321;4,56;Alto;Medio;Potencial;Estratégica
Repuestos Patagonia Capital Federal (Retiro de mercadería en nuestra Oficina Únicamente coordinando día y horario);Baldomero Fernández Moreno 3047 Dpto B, C1406 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 6797-2653;info@repuestospatagonia.com.ar,ecommerce@repuestospatagonia.com.ar;http://www.repuestospatagonia.com.ar/;4.9;48;4,59;Medio;Alto;Activo;Estratégica
ESC Audio Car;"calle 142 ""A"" nro. 2389 entre 23 y 24 Berazategui, B1884 Berazategui, Provincia de Buenos Aires";Tienda de repuestos para automóvil;011 15-5795-6100;;https://www.escaudiocar.com.ar/;4.5;59;4,4;Alto;Medio;Potencial;Estratégica
Ever Safe (Matafuegos Online);Av. San Juan 2345, C1232 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 5368-2659;;http://www.eversafesrl.com/;4.2;2513;4,2;Alto;Medio;Potencial;Estratégica
Electrodiesel Argentina SRL;Perdriel 761, C1280AEO Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4301-1600;ventas@electrodiesel.com.ar,administracion@electrodiesel.com.ar,expedicion@electrodiesel.com.ar;http://www.electrodiesel.com.ar/;4.6;63;4,46;Alto;Alto;Estrella;Estratégica
Autopartes Pompeya;Del Barco Centenera 3373, C1437ACS Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4919-6600 ext. 2510;;https://autopartespompeya.com.ar/;4.6;1443;4,59;Alto;Medio;Potencial;Estratégica
Auto W;Av. General Enrique Mosconi 13, B1752CXA Lomas del Mirador, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4653-0065;;https://www.autow.com.ar/inicio.html;4.7;492;4,66;Alto;Medio;Potencial;Estratégica
Dorrego Autopartes;Av. Dorrego 102, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 6991-9592;;https://dorrego-autopartes.mercadoshops.com.ar/;4.5;108;4,43;Alto;Medio;Potencial;Estratégica
Caronte autopartes;Av. Vélez Sarsfield 635, B1768 Villa Madero, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 6061-5671;;https://caronteautopartes.mitiendanube.com/;4.9;118;4,72;Alto;Medio;Potencial;Estratégica
Distribuidora Warnes S.A.;Av. Dorrego 114, C1414CJO Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 6915-8088;distribuidorawarnes114@gmail.com;http://www.distribuidorawarnes.com/;4.3;104;4,29;Alto;Alto;Estrella;Estratégica
Solutions autopartes sa;Alsina 3142, B1611 Don Torcuato, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 5598-5719;;https://www.instagram.com/solutionsautopartes?igsh=MXdtaGdpd2hzbTFyNA==;4.4;72;4,35;Alto;Medio;Potencial;Estratégica
Volkswagen Salerno;Av. Crovara 666, B1768 La Tablada, Provincia de Buenos Aires;Tienda de repuestos para automóvil;4652-3648;;https://perfil.mercadolibre.com.ar/VWSALERNO;4.6;144;4,52;Alto;Medio;Potencial;Estratégica
Ferrazzi - Cables para bujías;Murguiondo 3011, C1439 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4601-3200;info@ferrazzi.com.ar;https://ferrazzi.com.ar/;4.7;254;4,63;Alto;Alto;Estrella;Estratégica
Accesorios Iannicelli;Blvd. Buenos Aires 501, B1842 Monte Grande, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4296-1892;;https://www.facebook.com/Iannicelli-Accesorios-104592720955942/;4.6;123;4,51;Alto;Medio;Potencial;Estratégica
FAMFORD REPUESTOS;Av. San Martín 1411, B1824EJM Lanús, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4262-3175;;http://www.famford.com.ar/;4.5;272;4,47;Alto;Medio;Potencial;Estratégica
MS AUTOPARTES;Av. Juan Bautista Justo 5340, C1416 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4854-9301;info@msautopartes.com;https://www.msautopartes.com/;4.2;55;4,24;Alto;Alto;Estrella;Estratégica
ACCESORIOS VIA SUR;Av. Entre Ríos 1914, C1133AAH C1133AAH, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4304-5631;;;4.2;6;4,27;Bajo;Bajo;Frío;Potencial
ACCESORIOS IMPACTO;Darwin 35, C1414CUA Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4855-6044;;;3.6;7;4,2;Bajo;Bajo;Frío;Potencial
Halogen;Estados Unidos 364, C1101AAH Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4307-1108;contacto@halogenargentina.com.ar;http://www.halogenargentina.com.ar/;4.5;8;4,31;Bajo;Alto;Oportunidad;Potencial
Repuestos Fidel;Austria 2039, C1425EGG Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4821-0950;;;2.1;12;3,86;Bajo;Bajo;Frío;Potencial
Web Repuestos Srl;Av. Sta. Fe 3112, C1425 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 5756-6893;;;4.2;5;4,28;Bajo;Bajo;Frío;Potencial
SG GROUP SRL- DISTRIBUIDORA;Av. Francisco Beiró 2789, C1419 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4504-3767;info@sggroup.com.ar;http://sggroup.com.ar/;5.0;2;4,31;Bajo;Alto;Oportunidad;Potencial
AC Motors Distribuidor Mayorista;Pres. José Evaristo Uriburu 712, C1027AAP Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;02926 15-42-2555;;http://www.ac-motors.com.ar/;0.0;0;4,28;Bajo;Medio;En Proceso;Potencial
AUTOPARTES SAN ISIDRO;Av. Avelino Rolón 1622, B1609 Boulogne, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 3108-9505;;;5.0;7;4,37;Bajo;Bajo;Frío;Potencial
aba dalman rodamientos;Av. Belgrano 2048, C1094 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4942-1840;;http://www.dalman.com.ar/;3.0;42;3,7;Bajo;Medio;En Proceso;Potencial
Bipper Accesorios;Av. Pres. Juan Domingo Perón 2094, B2900 San Nicolás de Los Arroyos, Provincia de Buenos Aires;Tienda de repuestos para automóvil;0336 460-7774;;;4.9;9;4,38;Bajo;Bajo;Frío;Potencial
Eliggi Repuestos CABA;Bermúdez 1052, C1407 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 15-2363-2371;;https://eliggierpuestos.com/;4.9;9;4,38;Bajo;Medio;En Proceso;Potencial
Distri Fabio;Gral. Eugenio Garzón 7080, C1440AZL Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4635-5079;;;5.0;3;4,32;Bajo;Bajo;Frío;Potencial
ATONOR;Oliden 1773, C1440 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4686-0532;info@atonor.com.ar,pedidos.atonor@hotmail.com,rosario@atonor.com.ar;http://www.atonor.com.ar/;4.2;6;4,27;Bajo;Alto;Oportunidad;Potencial
G G;Ferré 2471, C1437FUU Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4919-0440;;;4.2;9;4,27;Bajo;Bajo;Frío;Potencial
Repuestos Lavarropas;Av. Directorio 2750, C1406HAQ Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4637-9800;;;3.5;333;3,6;Bajo;Bajo;Frío;Potencial
AUTOPARTS ARGENTINA WARNES;Humboldt 65, C1040 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;03382 15-41-7679;;;0.0;0;4,28;Bajo;Bajo;Frío;Potencial
Repuestos Jb Linea Completa Accesorios;Av. Castañares 2082, C1406 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;0223 569-4911;;;4.5;2;4,29;Bajo;Bajo;Frío;Potencial
Custom Import Parts;Dellepiane Sur 5870, C1439 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 6518-1785;;https://www.instagram.com/custom.importparts/;5.0;1;4,3;Bajo;Medio;En Proceso;Potencial
Renault Lugano;Av. Gral. Francisco Fernández de la Cruz 6171, C1439 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 2123-9838;;;5.0;1;4,3;Bajo;Bajo;Frío;Potencial
Repuestos Meta;Av. Juan de Garay 3010, C1256 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 3296-2475;;https://www.instagram.com/repuestos_meta?igsh=MTl3Mmg4amRiZndqaw==;5.0;6;4,36;Bajo;Medio;En Proceso;Potencial
H.C Distribuidora Autopartes;Av. Gral. Tomás de Iriarte 2569, C1291ACG Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4302-8818;;;0.0;0;4,28;Bajo;Bajo;Frío;Potencial
Accesorios del Sur;Vieytes 1242, C1275 AGJ, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4301-0848;;;0.0;0;4,28;Bajo;Bajo;Frío;Potencial
Distribuidora VyD;Av. Vélez Sarsfield 523, B1768DBE Villa Madero, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 5844-7755;;;5.0;1;4,3;Bajo;Bajo;Frío;Potencial
Autopartes Fer - Accesorios - MercadoLibre;Pje. Monaco 4472, C1417 C1417FLB, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4185-0102;;https://instagram.com/accesoriosautosfer?igshid=YmMyMTA2M2Y=;5.0;1;4,3;Bajo;Medio;En Proceso;Potencial
Repuestos & Accesorios BLAS;Av. Díaz Vélez 860, B1702 Ciudadela, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 2060-2539;;;4.2;5;4,28;Bajo;Bajo;Frío;Potencial
Dirapa Sa;Thames 79, C1414 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4856-8651;ecommerce@dirapa.com.ar;https://dirapa.mercadoshops.com.ar/;4.8;5;4,33;Bajo;Alto;Oportunidad;Potencial
Papierttei SA Autopartes Y Herramientas;Alejandro Magariños Cervantes 1786, C1416DYJ Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4585-6727;;;5.0;2;4,31;Bajo;Bajo;Frío;Potencial
Mayca SRL;Av. Gaona 3249, C1416 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4585-3489;administracion@maycasrl.com;http://www.maycasrl.com/;4.7;9;4,35;Bajo;Alto;Oportunidad;Potencial
La Casa de los Filtros / Distribuidor oficial WEGA;Warnes 1337, C1416CQA Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4855-6703;;http://facebook.com/lacasa.delosfiltros.35;3.6;89;3,85;Bajo;Medio;En Proceso;Potencial
DistriMor;CCB, Av. Álvarez Thomas 155, C1427 C1427CCB, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 2855-4600;;;5.0;3;4,32;Bajo;Bajo;Frío;Potencial
F.A Repuestos;Cochrane 2568, C1419 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 5452-7626;;;5.0;1;4,3;Bajo;Bajo;Frío;Potencial
VITZ Repuestos;Habana 2840, C1419GPP Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4070-2037;;http://vitzrepuestos.mercadoshops.com.ar/;5.0;2;4,31;Bajo;Medio;En Proceso;Potencial
BELGRANO PARTS;Cno. Gral. Belgrano 2336, B1888 Berazategui, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 6419-7335;;;4.8;58;4,56;Alto;Bajo;Durmiente;Promisoria
Kuruma Autopartes;Giribone 1202, C1427 CAR, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4554-3111;;;4.7;97;4,56;Alto;Bajo;Durmiente;Promisoria
AMG Autoradio;Av. Álvarez Thomas 1755, C1427 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4552-3900;;;4.6;50;4,44;Alto;Bajo;Durmiente;Promisoria
Accesorios Palermo;Av. Gral. San Martín 3425, B1752 Lomas del Mirador, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 5866-1566;;;4.8;69;4,58;Alto;Bajo;Durmiente;Promisoria
kolme Motors s.r.l;Honorio Pueyrredon 2067, Av. Dr. Honorio Pueyrredón 2061, 1414 Buenos Aires;Tienda de repuestos para automóvil;011 4856-0066;;http://www.kolmemotors.com.ar/;4.1;38;4,2;Medio;Medio;Regular;Promisoria
Escapes Vicente - Caños de escapes;Av. de los Incas 5335, C1427 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4522-9012;;;4.7;70;4,53;Alto;Bajo;Durmiente;Promisoria
Diesel los incas SRL;Pedro Morán 2101, C1419 HJA, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4572-5145;;;4.3;61;4,29;Alto;Bajo;Durmiente;Promisoria
FERSANZAUTOPARTES;Castelli 730, B1704 Ramos Mejía, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 6425-0243;;http://www.fersanzautoparts.com.ar/;4.8;44;4,52;Medio;Medio;Regular;Promisoria
Peugeot Villa del Parque;Av. Álvarez Jonte 3135, C1416EYD Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4502-0407;;;4.3;151;4,3;Alto;Bajo;Durmiente;Promisoria
REPUESTOS FRANCO;Av. Álvarez Jonte 3401, C1407GON Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4648-0722;;https://listado.mercadolibre.com.ar/_CustId_139905079?item_id=MLA1133200908&category_id=MLA3170&seller_id=139905079&client=recoview-selleritems&recos_listing=true#origin=vip&component=sellerData&typeSeller=classic;4.0;515;4,03;Medio;Medio;Regular;Promisoria
Car's Part;Av. Nazca 1917, C1416 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 3694-7847;;;4.7;32;4,45;Medio;Bajo;Exploratorio;Promisoria
Topaes S.A.;Dr. Adolfo Dickman 1322, C1416EHJ Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4584-8788;;https://www.topaes.com.ar/;4.0;16;4,21;Medio;Medio;Regular;Promisoria
Repuestos y Accesorios Confiat;Av. Dorrego 273, C1414CJC Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4857-9009;;;4.3;35;4,29;Medio;Bajo;Exploratorio;Promisoria
"Repuestos y Accesorios ""Trois""";Av. Chorroarín 1099, C1427 CXW, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4554-1607;;;4.7;75;4,53;Alto;Bajo;Durmiente;Promisoria
Asw Autopartes SRL;Av. de los Constituyentes 4021, C1431 C1431EXF, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 2826-4440;;http://www.aswautopartes.com/;4.9;48;4,59;Medio;Medio;Regular;Promisoria
Accesorios Triunvirato;Av. Triunvirato 5400, C1431 FCT, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 15-5517-4906;;;4.2;17;4,26;Medio;Bajo;Exploratorio;Promisoria
Casa Nazca;Av. Gral. Mosconi 2824, C1419EQU Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4572-6948;;;4.8;393;4,74;Alto;Bajo;Durmiente;Promisoria
Encendido del Tejar;Av. Dr. Ricardo Balbín 3511, C1430 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4545-1102;;;4.5;79;4,42;Alto;Bajo;Durmiente;Promisoria
RP Accesorios y Autopartes;Av. Mitre 4948, B1678AVU Buenos Aires, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4759-5353;;https://rpautopartesyaccesorios.mitiendanube.com/?fbclid=PAQ0xDSwKQdZBleHRuA2FlbQIxMQABp86t9dUpYi2wVbggzRr4on7C24liGQq8TfeCBQNGLds3gd6FKvHnKgGhUn3Z_aem_-Xr9N9VtviiXq0zv6Eg38g;4.7;29;4,44;Medio;Medio;Regular;Promisoria
Repuestos Chevrolet;Av. Dr. Ricardo Balbín 3317, C1430AAE Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;4542-9075;;;4.4;68;4,35;Alto;Bajo;Durmiente;Promisoria
Lope de Vega Autopartes;Av. Lope de Vega 2701, C1417COL Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4567-9034;;;4.4;205;4,38;Alto;Bajo;Durmiente;Promisoria
Devoto Repuestos;Av L De Vega 2468, C1417 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 6634-7087;;http://www.devotorepuestos.com/;4.6;23;4,38;Medio;Medio;Regular;Promisoria
As Repuestos Automovil;C1440 Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4682-4024;;;4.8;90;4,62;Alto;Bajo;Durmiente;Promisoria
casa pedro encendido del automotor;Av. Roca 1210, B1870 Avellaneda, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 5291-2093;;;4.8;59;4,56;Alto;Bajo;Durmiente;Promisoria
Villa Repuestos;Cno. Gral. Belgrano 8346, B1890DUB Juan María Gutiérrez, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 6680-0002;;;4.6;86;4,48;Alto;Bajo;Durmiente;Promisoria
Repuestos y Accesorios Warnes;Av. Cabildo 607, B1870 Avellaneda, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4208-3111;;;4.5;177;4,45;Alto;Bajo;Durmiente;Promisoria
Autopartes y accesorios para el auto Tuning Bac;;Tienda de repuestos para automóvil;011 15-2414-5348;;;4.3;41;4,29;Medio;Bajo;Exploratorio;Promisoria
Baterias Wilpaz;Blvd. de los Italianos 579, B1874 Avellaneda, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 5617-6743;;;4.6;13;4,35;Medio;Bajo;Exploratorio;Promisoria
Accesorios El Parque;ABC, Av. Bartolomé Mitre 4739, B1874 Villa Dominico, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4207-8175;;;3.9;17;4,19;Medio;Bajo;Exploratorio;Promisoria
El Holandés;Av. Eva Perón 3776, C1407HUO Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4612-5716;;http://www.elholandes.com.ar/;4.0;198;4,06;Medio;Medio;Regular;Promisoria
Encendido Diaz Velez;Av. Díaz Vélez 799, B1702 Ramos Mejía, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 3183-0540;;;4.4;42;4,34;Medio;Bajo;Exploratorio;Promisoria
ROBY REPUESTOS;Av. Lope de Vega 1002, C1407 BNW, Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4567-5944;;;4.9;24;4,48;Medio;Bajo;Exploratorio;Promisoria
Chevrolet Tapiales Repuestos y Accesorios;Av. Boulogne Sur Mer 902, B1768AAF Buenos Aires, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4442-8520;;;4.5;90;4,42;Alto;Bajo;Durmiente;Promisoria
Autopartes Pilar;GVF, Estanislao López 328, B1629 Buenos Aires, Provincia de Buenos Aires;Tienda de repuestos para automóvil;0230 443-5656;;;4.1;101;4,16;Medio;Bajo;Exploratorio;Promisoria
Accesorios J;Charlone 126, C1427BXD Cdad. Autónoma de Buenos Aires;Tienda de repuestos para automóvil;011 4553-6607;;http://accesoriosj.com/;4.7;21;4,41;Medio;Medio;Regular;Promisoria
Accesorios Daytona;RP8 5785, B1665 San Miguel, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 4451-6218;;;4.2;757;4,21;Alto;Bajo;Durmiente;Promisoria
Accesorios Y Encendido Lufran;Av. Pres. Arturo Umberto Illia 682, 1706 Villa Sarmiento, Provincia de Buenos Aires;Tienda de repuestos para automóvil;011 5291-1590;;;4.0;25;4,19;Medio;Bajo;Exploratorio;Promisoria
